"1","At Walmart, our customers are number one - always. That's why everything we do is focused on providing excellent customer service and delivering low prices. The information you share with Walmart allows us to provide the products and services you need and want while giving you the very best shopping experience.  ","Does","First Party Collection/Use"
"6","Our Policy focuses on personal information - - information that identifies you or reasonably can be linked to information that identifies you. For example, when you place an item on layaway or place an order online, we collect personal information, such as name, address, phone number, and credit or debit card information.  ","Does","First Party Collection/Use"
"10"," What Type of Information Do We Collect?    We collect two types of information: (1) information we receive from you and (2) information we receive from others. Information we receive from you includes information you share with us, such as when you create an account on one of our websites. This also includes information you provide us through technology, such as through a cookie placed on your computer when you visit our websites. We also receive information from other sources to help us supplement our records, improve the personalization of our service to you, and detect fraud. Our goal is to limit the information we collect to the information needed to support our business.  ","Does","First Party Collection/Use"
"10"," What Type of Information Do We Collect?    We collect two types of information: (1) information we receive from you and (2) information we receive from others. Information we receive from you includes information you share with us, such as when you create an account on one of our websites. This also includes information you provide us through technology, such as through a cookie placed on your computer when you visit our websites. We also receive information from other sources to help us supplement our records, improve the personalization of our service to you, and detect fraud. Our goal is to limit the information we collect to the information needed to support our business.  ","Does","First Party Collection/Use"
"10"," What Type of Information Do We Collect?    We collect two types of information: (1) information we receive from you and (2) information we receive from others. Information we receive from you includes information you share with us, such as when you create an account on one of our websites. This also includes information you provide us through technology, such as through a cookie placed on your computer when you visit our websites. We also receive information from other sources to help us supplement our records, improve the personalization of our service to you, and detect fraud. Our goal is to limit the information we collect to the information needed to support our business.  ","Does","First Party Collection/Use"
"11","We collect information to deliver the products and services you request and to help improve your shopping experience. Our goal is to limit the information we collect to the information needed to support our business. We collect information from you in a variety of ways when you interact with our stores, websites, and mobile services. We collect information in two ways: information we receive from you and information we receive from others.  ","Does","First Party Collection/Use"
"11","We collect information to deliver the products and services you request and to help improve your shopping experience. Our goal is to limit the information we collect to the information needed to support our business. We collect information from you in a variety of ways when you interact with our stores, websites, and mobile services. We collect information in two ways: information we receive from you and information we receive from others.  ","Does","First Party Collection/Use"
"11","We collect information to deliver the products and services you request and to help improve your shopping experience. Our goal is to limit the information we collect to the information needed to support our business. We collect information from you in a variety of ways when you interact with our stores, websites, and mobile services. We collect information in two ways: information we receive from you and information we receive from others.  ","Does","First Party Collection/Use"
"11","We collect information to deliver the products and services you request and to help improve your shopping experience. Our goal is to limit the information we collect to the information needed to support our business. We collect information from you in a variety of ways when you interact with our stores, websites, and mobile services. We collect information in two ways: information we receive from you and information we receive from others.  ","Does","First Party Collection/Use"
"11","We collect information to deliver the products and services you request and to help improve your shopping experience. Our goal is to limit the information we collect to the information needed to support our business. We collect information from you in a variety of ways when you interact with our stores, websites, and mobile services. We collect information in two ways: information we receive from you and information we receive from others.  ","Does","First Party Collection/Use"
"12"," Information We Receive From You    You share information with us in various ways in our stores and online. For example, you share information when you:     Make an in-store or online purchase, or other transaction, with us;     Create an account on one of our websites or mobile services;     Use a gift registry or create a mobile shopping list;     Participate in our programs, such as Savings Catcher or eReceipts;     Conduct a transaction or request a service where we collect information (including when required by law, such as hunting and fishing licenses);     Request customer service or contact us;     Post a review or comment on one of our social media pages, or post a rating, review or other user-generated content on one of our websites or mobile services; and     Participate in a contest, sweepstake, promotion, or survey.  ","Does","First Party Collection/Use"
"12"," Information We Receive From You    You share information with us in various ways in our stores and online. For example, you share information when you:     Make an in-store or online purchase, or other transaction, with us;     Create an account on one of our websites or mobile services;     Use a gift registry or create a mobile shopping list;     Participate in our programs, such as Savings Catcher or eReceipts;     Conduct a transaction or request a service where we collect information (including when required by law, such as hunting and fishing licenses);     Request customer service or contact us;     Post a review or comment on one of our social media pages, or post a rating, review or other user-generated content on one of our websites or mobile services; and     Participate in a contest, sweepstake, promotion, or survey.  ","Does","First Party Collection/Use"
"12"," Information We Receive From You    You share information with us in various ways in our stores and online. For example, you share information when you:     Make an in-store or online purchase, or other transaction, with us;     Create an account on one of our websites or mobile services;     Use a gift registry or create a mobile shopping list;     Participate in our programs, such as Savings Catcher or eReceipts;     Conduct a transaction or request a service where we collect information (including when required by law, such as hunting and fishing licenses);     Request customer service or contact us;     Post a review or comment on one of our social media pages, or post a rating, review or other user-generated content on one of our websites or mobile services; and     Participate in a contest, sweepstake, promotion, or survey.  ","Does","First Party Collection/Use"
"13","When you engage in these activities, you may share different types of personal information with us, such as your name, email address, physical or postal address, phone number, date of birth, and payment information.  ","Does","First Party Collection/Use"
"13","When you engage in these activities, you may share different types of personal information with us, such as your name, email address, physical or postal address, phone number, date of birth, and payment information.  ","Does","First Party Collection/Use"
"14","You also provide us information in other ways through technology. Some of this information may be linked to you personally. This information helps our websites and mobile services work correctly and supports our customer marketing and analytics efforts - - our work to understand our customers' needs and provide information about our products and services. Here are some examples:  ","Does","First Party Collection/Use"
"14","You also provide us information in other ways through technology. Some of this information may be linked to you personally. This information helps our websites and mobile services work correctly and supports our customer marketing and analytics efforts - - our work to understand our customers' needs and provide information about our products and services. Here are some examples:  ","Does","First Party Collection/Use"
"15"," Device Information:  We collect technical information when you visit our websites or use our mobile applications or services. This includes information such as Internet Protocol (IP) address, the type of mobile device you use, your device operating system and browser type, a unique device identifier, the address of a referring websites, the path you take through our websites, and other information about your session on our websites.  ","Does","First Party Collection/Use"
"15"," Device Information:  We collect technical information when you visit our websites or use our mobile applications or services. This includes information such as Internet Protocol (IP) address, the type of mobile device you use, your device operating system and browser type, a unique device identifier, the address of a referring websites, the path you take through our websites, and other information about your session on our websites.  ","Does","First Party Collection/Use"
"16"," Browsing Information:  We use technologies such as cookies, web beacons, and mobile device identifiers to collect information about the use of our websites and mobile services. Cookies allow us to provide you relevant information as you use or return to our sites. Web beacons allow us to know if a certain page was visited, an email was opened, or if ad banners on our websites and other sites were effective. We use these tools to provide a continuous and more personalized shopping experience for you. See ""What Are Your Choices?"" below for more information.  ","Does","First Party Collection/Use"
"16"," Browsing Information:  We use technologies such as cookies, web beacons, and mobile device identifiers to collect information about the use of our websites and mobile services. Cookies allow us to provide you relevant information as you use or return to our sites. Web beacons allow us to know if a certain page was visited, an email was opened, or if ad banners on our websites and other sites were effective. We use these tools to provide a continuous and more personalized shopping experience for you. See ""What Are Your Choices?"" below for more information.  ","Does","First Party Collection/Use"
"17"," Location Information:  We may collect information about your location when your device is set to provide location information. For example, your device's GPS signal allows us to show you the nearest Walmart stores. We may be able to recognize the location of a mobile device in stores where we provide customers free WiFi access. Through mobile services, Bluetooth technology in our stores allows us to show you nearby products that may interest you. See ""What Are Your Choices?"" below for more information.  ","Does","First Party Collection/Use"
